Case;VehCat;Year;TrafficScenario;Component;RoadCat;AmbientCondPattern;IDSubsegment;Subsegment;Technology;SizeClasse;EmConcept;KM;%OfSubsegment;%OfEmConcept;EFA;EFA_weighted;EFA_km;EFA_km_weighted;EFA_WTT;EFA_WTT_km;EFA_WTW;EFA_WTW_km
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;NOx;Urban;TØ,8-9h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;;-0.001059361;0.173314869;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;NOx;Urban;TØ,9-10h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;;1.075465918;0.167954966;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;NOx;Urban;TØ,9-10h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;;-0.001067911;0.167954966;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;NOx;Urban;TØ,10-11h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;;1.04065752;0.162554651;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;NOx;Urban;TØ,10-11h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;;-0.001076597;0.162554651;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;NOx;Urban;TØ,11-12h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;;1.005468607;0.157113522;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;NOx;Urban;TØ,11-12h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;;-0.001085419;0.157113522;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;NOx;Urban;TØ,>12h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;;0.987741649;0.154378802;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;NOx;Urban;TØ,>12h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;;-0.001089879;0.154378802;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;NOx;Urban;TØ,0-1h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;;1.09192121;0.127115518;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;NOx;Urban;TØ,0-1h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;;-0.003975662;0.127115518;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;NOx;Urban;TØ,1-2h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;;2.142586231;0.249482155;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;NOx;Urban;TØ,1-2h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;;-0.004319098;0.249482155;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;NOx;Urban;TØ,2-3h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;;2.260484934;0.265455753;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;NOx;Urban;TØ,2-3h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;;-0.004345927;0.265455753;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;NOx;Urban;TØ,3-4h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;;2.341731548;0.274355203;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;NOx;Urban;TØ,3-4h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;;-0.004345927;0.274355203;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;NOx;Urban;TØ,4-5h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;;2.346203327;0.274790496;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;NOx;Urban;TØ,4-5h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;;-0.004366112;0.274790496;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;NOx;Urban;TØ,5-6h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;;2.273743153;0.266759306;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;NOx;Urban;TØ,5-6h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;;-0.004406946;0.266759306;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;NOx;Urban;TØ,6-7h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;;2.201068401;0.258724421;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;NOx;Urban;TØ,6-7h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;;-0.004448476;0.258724421;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;NOx;Urban;TØ,7-8h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;;2.128191233;0.250686288;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;NOx;Urban;TØ,7-8h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;;-0.004490721;0.250686288;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;NOx;Urban;TØ,8-9h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;;2.055123806;0.242645383;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;NOx;Urban;TØ,8-9h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;;-0.004533694;0.242645383;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;NOx;Urban;TØ,9-10h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;;1.9818784;0.234602153;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;NOx;Urban;TØ,9-10h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;;-0.004577421;0.234602153;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;NOx;Urban;TØ,10-11h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;;1.908466458;0.226556838;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;NOx;Urban;TØ,10-11h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;;-0.004621915;0.226556838;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;NOx;Urban;TØ,11-12h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;;1.834897876;0.218509436;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;NOx;Urban;TØ,11-12h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;;-0.004667196;0.218509436;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;NOx;Urban;TØ,>12h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;;1.798062325;0.214485049;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;NOx;Urban;TØ,>12h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;;-0.004690113;0.214485049;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC;Urban;TØ,0-1h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;;1.49608171;1.642174721;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC;Urban;TØ,0-1h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;;1.070175409;1.642174721;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC;Urban;TØ,1-2h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;;2.617223024;3.191427469;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC;Urban;TØ,1-2h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;;1.850239277;3.191427469;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC;Urban;TØ,2-3h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;;3.87473464;4.768320084;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC;Urban;TØ,2-3h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;;2.736594439;4.768320084;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC;Urban;TØ,3-4h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;;5.288247108;6.518996716;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC;Urban;TØ,3-4h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;;3.734231949;6.518996716;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC;Urban;TØ,4-5h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;;6.716888905;8.286783218;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC;Urban;TØ,4-5h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;;4.742646217;8.286783218;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC;Urban;TØ,5-6h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;;8.209531784;10.12829304;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC;Urban;TØ,5-6h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;;5.796567917;10.12829304;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC;Urban;TØ,6-7h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;;9.702174187;11.9698;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC;Urban;TØ,6-7h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;;6.850489616;11.9698;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC;Urban;TØ,7-8h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;;11.19481564;13.81130886;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC;Urban;TØ,7-8h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;;7.904410362;13.81130886;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC;Urban;TØ,8-9h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;;12.68745804;15.65281296;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC;Urban;TØ,8-9h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;;8.958332062;15.65281296;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC;Urban;TØ,9-10h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;;14.18009949;17.49431992;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC;Urban;TØ,9-10h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;;10.01225376;17.49431992;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC;Urban;TØ,10-11h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;;15.67274189;19.33582878;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC;Urban;TØ,10-11h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;;11.06617546;19.33582878;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC;Urban;TØ,11-12h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;;17.16538239;21.17733765;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC;Urban;TØ,11-12h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;;12.12009621;21.17733765;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC;Urban;TØ,>12h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;;17.91887283;22.10692978;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC;Urban;TØ,>12h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;;12.65211773;22.10692978;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC;Urban;TØ,0-1h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;;2.853231668;2.582742929;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC;Urban;TØ,0-1h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;;2.117789268;2.582742929;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC;Urban;TØ,1-2h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;;6.606828213;6.725895405;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC;Urban;TØ,1-2h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;;4.757898808;6.725895405;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC;Urban;TØ,2-3h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;;10.02520466;10.56192493;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC;Urban;TØ,2-3h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;;7.19140625;10.56192493;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC;Urban;TØ,3-4h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;;13.7451582;14.58119583;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC;Urban;TØ,3-4h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;;9.852767944;14.58119583;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC;Urban;TØ,4-5h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;;17.49579048;18.62010956;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC;Urban;TØ,4-5h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;;12.53708935;18.62010956;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC;Urban;TØ,5-6h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;;21.38374329;22.75790977;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC;Urban;TØ,5-6h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;;15.32311058;22.75790977;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC;Urban;TØ,6-7h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;;25.27169609;26.8957119;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC;Urban;TØ,6-7h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;;18.10912895;26.8957119;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC;Urban;TØ,7-8h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;;29.1596489;31.03351784;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC;Urban;TØ,7-8h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;;20.89514923;31.03351784;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC;Urban;TØ,8-9h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;;33.04759979;35.17132568;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC;Urban;TØ,8-9h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;;23.68117142;35.17132568;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC;Urban;TØ,9-10h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;;36.93555832;39.30912399;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC;Urban;TØ,9-10h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;;26.46718979;39.30912399;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC;Urban;TØ,10-11h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;;40.82350922;43.44692612;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC;Urban;TØ,10-11h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;;29.25321007;43.44692612;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC;Urban;TØ,11-12h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;;44.71146393;47.5847168;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC;Urban;TØ,11-12h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;;32.03923035;47.5847168;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC;Urban;TØ,>12h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;;46.6741066;49.67349625;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC;Urban;TØ,>12h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;;33.44561768;49.67349625;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,0-1h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;;0.062720552;0.069142587;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,0-1h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;;0.045520451;0.069142587;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,1-2h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;;0.109722398;0.134311303;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,1-2h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;;0.078700855;0.134311303;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,2-3h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;;0.162441328;0.200667351;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,2-3h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;;0.116402417;0.200667351;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,3-4h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;;0.221700311;0.274339974;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,3-4h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;;0.158837423;0.274339974;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,4-5h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;;0.281593591;0.348732978;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,4-5h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;;0.201730847;0.348732978;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,5-6h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;;0.344169945;0.426229149;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,5-6h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;;0.246559918;0.426229149;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,6-7h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;;0.406746328;0.503725469;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,6-7h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;;0.291389018;0.503725469;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,7-8h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;;0.469322652;0.581221581;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,7-8h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;;0.336218089;0.581221581;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,8-9h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;;0.531899035;0.658717632;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,8-9h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;;0.381047159;0.658717632;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,9-10h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;;0.594475329;0.736213863;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,9-10h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;;0.42587623;0.736213863;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,10-11h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;;0.657051682;0.813710213;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,10-11h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;;0.47070533;0.813710213;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,11-12h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;;0.719628036;0.891206264;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,11-12h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;;0.515534401;0.891206264;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,>12h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;;0.751216769;0.930326641;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,>12h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;;0.538164198;0.930326641;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,0-1h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;;0.119616635;0.108856894;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,0-1h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;;0.090081237;0.108856894;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,1-2h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;;0.276979476;0.28328985;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,1-2h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;;0.202379614;0.28328985;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,2-3h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;;0.420288801;0.444785953;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,2-3h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;;0.305890083;0.444785953;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,3-4h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;;0.576241195;0.61402595;;;;;;
